,Abundance: F1: 128C  Sample  1  C,Abundance: F2: 128C  Sample  2  C,Abundance: F3: 128C  Sample  3  C,Abundance: F1: 12       9C  Sample  1  A,Abundance: F2: 129C  Sample  2  A,Abundance: F3: 129C  Sample  3  A,Abundance: F1: 130C  Sample  1  AB,Abundance: F2: 130C  Sample  2  AB,Abundance: F3: 130C  Sample  3  AB,Abundance: F1: 131  Sample  1  B,Abundance: F2: 131  Sample  2  B,Abundance: F3: 131  Sample  3  B,Abundances Count: F1: 128C  Sample  1  C,Abundances Count: F2: 128C  Sample  2  C,Abundances Count: F3: 128C  Sample  3  C,Abundances Count: F1: 129C  Sample  1  A,Abundances Count: F2: 129C  Sample  2  A,Abundances Count: F3: 129C  Sample  3  A,Abundances Count: F1: 130C  Sample  1  AB,Abundances Count: F2: 130C  Sample  2  AB,Abundances Count: F3: 130C  Sample  3  AB,Abundances Count: F1: 131  Sample  1  B,Abundances Count: F2: 131  Sample  2  B,Abundances Count: F3: 131  Sample  3  B,Found in File: [F1],Found in File: [F2],Found in File: [F3],Found in Fraction: F1.1,Found in Fraction: F1.2,Found in Fraction: F1.3,Found in Fraction: F1.4,Found in Fraction: F1.5,Found in Fraction: F1.6,Found in Fraction: F2.1,Found in Fraction: F2.2,Found in Fraction: F2.3,Found in Fraction: F2.4,Found in Fraction: F2.5,Found in Fraction: F2.6,Found in Fraction: F3.1,Found in Fraction: F3.2,Found in Fraction: F3.3,Found in Fraction: F3.4,Found in Fraction: F3.5,Found in Fraction: F3.6,Found in Sample: [S1] F1: 128C  Sample  1  C,Found in Sample: [S5] F2: 128C  Sample  2  C,Found in Sample: [S9] F3: 128C  Sample  3  C,Found in Sample: [S2] F1: 129C  Sample  1  A,Found in Sample: [S6] F2: 129C  Sample  2  A,Found in Sample: [S10] F3: 129C  Sample  3  A,Found in Sample: [S3] F1: 130C  Sample  1  AB,Found in Sample: [S7] F2: 130C  Sample  2  AB,Found in Sample: [S11] F3: 130C  Sample  3  AB,Found in Sample: [S4] F1: 131  Sample  1  B,Found in Sample: [S8] F2: 131  Sample  2  B,Found in Sample: [S12] F3: 131  Sample  3  B,Found in Sample Group: C,Found in Sample Group: A,Found in Sample Group: AB,Found in Sample Group: B,Modifications,normalized Abundance: F3: 128C  Sample  3  C,normalized Abundance: F3: 129C  Sample  3  A,normalized Abundance: F1: 130C  Sample  1  AB,normalized Abundance: F1: 131  Sample  1  B,normalized Abundance: F2: 128C  Sample  2  C,normalized Abundance: F2: 130C  Sample  2  AB,average_normalized : F1: 13,P VALUE of : F1: 13,average_normalized : F2: 1,P VALUE of : F2: 1,average_normalized_of_CONTROL
39,37751.7,39174.8,27214.5,44445.3,45927.7,31865.1,37363.6,37818.2,26147.1,52484.9,53168.0,36724.2,35.0,35.0,34.0,35.0,36.0,34.0,35.0,36.0,34.0,35.0,36.0,34.0,High,High,High,High,Not Found,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],27214.5,28285.855179617134,35927.65795897169,35981.991110699695,26481.24943410004,32891.07375520064,35954.824534835694,0.041020315045594974,29686.161594650337,0.6536259346551924,27750.17758980857
40,4630.3,5999.1,4095.2,5248.0,6705.0,4669.8,3620.8,4730.7,3210.8,4860.2,6249.5,4414.5,49.0,50.0,46.0,49.0,50.0,46.0,49.0,49.0,46.0,49.0,50.0,46.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4095.2,4145.265086812095,3481.646948844456,3331.999740805882,4055.251423877328,4114.362994900013,3406.823344825169,0.045575712168629635,4084.8072093886703,0.4591754371102027,4120.232543406048
41,32430.2,32699.3,26495.5,35593.1,36404.2,29273.1,23405.8,23860.1,18861.1,32752.5,33004.0,26733.8,32.0,33.0,32.0,32.0,33.0,32.0,32.0,33.0,32.0,32.0,33.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,26495.5,25985.00137324064,22506.27821345105,22454.080389849114,22103.9627418766,20751.498191517912,22480.17930165008,0.04117596310266709,21427.730466697256,0.06011843300864512,26240.25068662032
42,20599.7,17276.5,12494.9,24002.5,19793.3,14593.3,15888.4,13213.5,10043.9,21918.4,18055.3,13251.3,47.0,43.0,46.0,47.0,43.0,46.0,47.0,43.0,46.0,47.0,43.0,46.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],12494.9,12954.10873942673,15277.783744481952,15026.563334611674,11678.510313983206,11491.985421419942,15152.173539546813,0.024241993535237025,11585.247867701575,0.09058558339482885,12724.504369713366
43,8535.9,9561.4,7640.1,9756.3,10902.5,8760.4,7826.5,8707.0,7040.3,12142.7,13849.3,10882.1,46.0,45.0,44.0,46.0,45.0,44.0,46.0,45.0,44.0,46.0,45.0,44.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,7640.1,7776.388767507961,7525.715268761361,8324.651918168714,6463.28298649142,7572.612635887799,7925.183593465037,0.6831024280165171,7017.94781118961,0.4286572624819002,7708.244383753981
44,11428.6,11479.0,11662.2,13741.6,14027.7,14287.9,10488.9,10661.5,11128.9,15033.3,15090.3,15523.1,32.0,29.0,31.0,32.0,29.0,31.0,32.0,29.0,31.0,32.0,29.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,11662.2,12683.012770110612,10085.795040249286,10306.356056017667,7759.535779481563,9272.471530667024,10196.075548133476,0.1476149133994275,8516.003655074293,0.07048642351990769,12172.606385055307
45,4262.4,4405.4,2504.8,4845.5,5076.6,2952.4,3210.8,3261.2,1882.0,4258.4,4408.3,2530.8,37.0,35.0,31.0,37.0,35.0,31.0,37.0,35.0,31.0,37.0,35.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2504.8,2620.771905071744,3087.403895092184,2919.4246525344156,2977.947462577583,2836.316105220775,3003.4142738132996,0.06105514862462806,2907.131783899179,0.06782873674423957,2562.785952535872
46,5578.7,4667.8,4245.1,6486.3,5363.2,4842.0,4688.6,3934.7,3562.3,6597.2,5549.6,4975.9,44.0,40.0,43.0,44.0,40.0,43.0,44.0,40.0,43.0,44.0,40.0,43.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4245.1,4298.122735522756,4508.409711763179,4522.83212420159,3155.323731288792,3422.0694772513752,4515.6209179823845,0.05354822916550012,3288.6966042700833,0.07609234510530748,4271.611367761378
47,14382.2,16721.5,12367.2,17249.0,20282.1,15216.3,14542.6,17128.7,12994.2,21281.6,25025.5,18703.5,38.0,39.0,38.0,38.0,39.0,38.0,38.0,39.0,38.0,38.0,39.0,38.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,12367.2,13507.13031403034,13983.704959750714,14589.993350877425,11303.343282219788,14897.095446919875,14286.84915531407,0.21003989963904565,13100.219364569832,0.9432178622941594,12937.16515701517
48,19617.8,19739.7,16174.5,16952.7,16927.3,14021.9,11933.2,11830.6,9837.8,18638.8,18604.1,15293.3,34.0,34.0,34.0,34.0,34.0,34.0,33.0,34.0,34.0,34.0,33.0,34.0,High,High,High,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,16174.5,12446.891198931542,11474.588314723449,12778.173072904958,13343.575958378971,10289.2558918266,12126.380693814204,0.4383424818338473,11816.415925102785,0.4129184324898376,14310.695599465771
49,6810.9,6490.4,4215.8,5760.3,5512.0,3576.1,3991.1,3859.0,2480.8,6540.8,6448.1,4014.7,8.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4215.8,3174.414852231088,3837.7157361724226,4484.166064084424,4387.358744067178,3356.2320158368,4160.940900128423,0.5397420672555775,3871.795379951989,0.8319235939022271,3695.107426115544
50,22070.7,23407.0,15923.4,23799.0,25077.4,17250.0,19108.7,20648.8,14203.0,26741.0,28856.2,19376.1,30.0,30.0,29.0,30.0,30.0,29.0,30.0,30.0,28.0,30.0,30.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,15923.4,15312.395123454677,18374.322539600103,18332.78570200611,15822.5850675429,17958.580888471344,18353.554120803106,0.06966135009639329,16890.58297800712,0.4353470056829543,15617.897561727339
51,22544.8,26330.5,15682.1,27429.0,32302.2,19032.8,16740.6,19644.6,11835.1,21220.7,24819.1,14660.7,33.0,36.0,37.0,33.0,36.0,37.0,33.0,36.0,37.0,33.0,36.0,37.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,15682.1,16894.94225540221,16097.232355232405,14548.242232772187,17798.80275648047,17085.212609045764,15322.737294002296,0.4347587303752609,17442.007682763116,0.2707940545190186,16288.521127701104
52,16070.9,16613.4,9561.1,16723.9,17417.5,10048.0,12266.8,13015.7,7486.1,17631.8,18301.2,10383.3,46.0,44.0,44.0,46.0,44.0,44.0,46.0,44.0,44.0,46.0,44.0,44.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,9561.1,8919.359200027397,11795.367540898467,12087.805652018673,11230.270208105148,11319.955700577104,11941.58659645857,0.0413526990974859,11275.112954341126,0.0942463858643805,9240.2296000137
53,10830.2,10701.4,8244.0,13287.2,13170.3,10309.6,10145.3,10145.2,8072.4,14021.8,13896.0,10883.2,39.0,38.0,33.0,39.0,38.0,33.0,39.0,38.0,33.0,39.0,38.0,33.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,8244.0,9151.575000856135,9755.400129836406,9612.90357714331,7233.896349032494,8823.437431217286,9684.151853489857,0.2681036480522895,8028.66689012489,0.5572023501450765,8697.787500428069
54,27425.1,22827.0,14676.2,30671.8,25814.2,16799.5,23997.2,20180.1,13046.2,33847.2,28038.6,18040.4,40.0,38.0,39.0,40.0,38.0,39.0,40.0,37.0,39.0,40.0,38.0,39.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,14676.2,14912.497500085614,23074.94977927811,23204.572163080706,15430.518619934282,17550.945245604613,23139.760971179407,0.0012803855855169474,16490.73193276945,0.35301092275152124,14794.348750042807
55,7652.7,7537.7,6019.6,8581.9,8614.0,6798.7,6498.2,6420.8,5242.4,9933.7,9765.2,7675.7,52.0,52.0,49.0,52.0,52.0,49.0,52.0,52.0,49.0,52.0,52.0,49.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,6019.6,6035.0365638163075,6248.4639314463775,6810.231230246367,5095.309072654253,5584.269118239162,6529.347580846372,0.32456273555235093,5339.7890954467075,0.21719944596379037,6027.318281908154
56,4309.9,5629.9,5184.2,4989.5,6451.7,5835.3,3547.0,4657.4,4249.4,4957.7,6619.4,6003.4,46.0,42.0,48.0,46.0,42.0,48.0,46.0,42.0,48.0,46.0,42.0,48.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5184.2,5179.850392109859,3410.683199169047,3398.8426638807705,3805.6808506754287,4050.6128506240766,3404.7629315249087,0.000544883195376169,3928.1468506497527,0.061908024943456666,5182.025196054929
57,10645.6,8426.2,6693.2,12492.4,10028.4,7808.2,8303.5,6685.8,5270.9,11845.4,9406.8,7375.0,36.0,32.0,32.0,36.0,32.0,32.0,36.0,32.0,32.0,36.0,32.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,6693.2,6931.144556693263,7984.383406907296,8120.832420423439,5695.914311792626,5814.743718963897,8052.607913665368,0.02335315645641717,5755.329015378262,0.03493306475114581,6812.172278346632
58,12212.5,12778.7,8683.1,14244.5,14843.9,9906.8,12478.6,13124.6,8767.9,15693.1,16554.8,10984.4,40.0,42.0,41.0,40.0,42.0,41.0,40.0,42.0,41.0,40.0,42.0,41.0,High,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,8683.1,8794.019478784972,11999.02773305635,10758.69411391317,8638.102610441769,11414.667715742853,11378.86092348476,0.14443568616314012,10026.38516309231,0.5237445717970062,8738.559739392487
59,4157.0,4895.1,3110.7,4524.7,5419.2,3470.6,3242.1,3818.5,2474.6,4453.2,5240.2,3378.9,40.0,39.0,39.0,40.0,39.0,39.0,40.0,39.0,39.0,40.0,39.0,39.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3110.7,3080.7651313311185,3117.5009867566864,3052.9733849958343,3308.973220153341,3321.008539122265,3085.2371858762604,0.8054487120665346,3314.990879637803,0.022480313517228106,3095.7325656655594
60,46.1,0.0,7.4,51.4,0.0,6.3,56.9,0.0,1.2,66.6,0.0,6.7,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,High,Not Found,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,High,High,High,0.0,7.4,5.592353001609534,54.71324331342508,45.65885822346235,0.0,0.0,50.18605076844372,0.05699240475989038,0.0,0.08800895545316162,6.496176500804767
61,5694.5,6200.4,4113.4,6744.4,7393.6,5000.5,5359.0,5833.8,3898.8,7610.3,8472.6,5710.6,33.0,36.0,33.0,33.0,36.0,33.0,33.0,36.0,32.0,33.0,36.0,33.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4113.4,4438.819235642615,5153.045183069333,5217.381512582817,4191.32552026287,5073.7461347470135,5185.213347826075,0.10213396483067808,4632.535827504942,0.564123071644642,4276.109617821307
62,4470.0,4623.5,2448.7,4827.6,5023.0,2728.2,3419.9,3519.8,1900.2,5076.6,5163.7,2834.3,30.0,38.0,28.0,30.0,38.0,28.0,30.0,38.0,28.0,30.0,38.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2448.7,2421.755152220814,3288.4678525058425,3480.3567516100456,3125.377966411099,3061.2245269091395,3384.412302057944,0.059651378351417615,3093.3012466601194,0.013602363040864368,2435.227576110407
63,18319.1,16520.1,14992.3,19484.1,17506.3,15973.2,15061.2,13893.5,12562.8,20958.4,19164.1,17370.3,35.0,39.0,39.0,35.0,39.0,39.0,35.0,39.0,39.0,35.0,39.0,39.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,14992.3,14179.011581795145,14482.37434432615,14368.417630489694,11167.201588170865,12083.391944034356,14425.395987407923,0.7611690983789188,11625.29676610261,0.041369338935722096,14585.655790897572
64,6407.8,7546.9,4354.5,7517.4,8911.9,5129.1,5078.1,6043.4,3428.9,6570.0,7959.6,4485.7,43.0,47.0,38.0,43.0,47.0,38.0,43.0,47.0,38.0,43.0,47.0,38.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4354.5,4552.974250881819,4882.940612827837,4504.1846625848,5101.5280576852865,5256.038498188162,4693.562637706318,0.4090730107803825,5178.783277936724,0.03285543713043209,4453.73712544091
65,11380.6,13729.0,8788.0,12614.8,15368.3,9798.3,9097.4,11298.5,7061.5,13242.4,15996.5,10083.0,37.0,38.0,36.0,37.0,38.0,36.0,37.0,38.0,36.0,37.0,38.0,36.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,8788.0,8697.706732646142,8747.772578551025,9078.571533609278,9280.483205549472,9826.48028788082,8913.172056080151,0.4844485278492755,9553.481746715146,0.1988805982344101,8742.85336632307
66,20649.2,18730.9,13728.8,23171.4,20980.0,15486.9,15577.3,14103.5,10368.3,23319.0,20641.8,15104.3,27.0,30.0,28.0,27.0,30.0,28.0,27.0,30.0,28.0,27.0,30.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,13728.8,13747.335190575664,14978.639807842117,15986.77049418797,12661.650730193503,12266.032193665278,15482.705151015043,0.17895274434741418,12463.84146192939,0.09742824436003363,13738.067595287832
67,32327.1,32414.1,19735.0,40938.2,40872.8,25189.4,29635.2,29245.7,18084.4,41532.7,41226.0,25400.6,30.0,30.0,29.0,31.0,30.0,29.0,31.0,30.0,29.0,31.0,30.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],19735.0,22360.002650594157,28496.272552583745,28473.50842248641,21911.17420591457,25435.437850624076,28484.890487535078,0.11117945926051023,23673.306028269322,0.36297366824095656,21047.50132529708
68,5513.2,6496.9,5957.0,6274.6,7449.9,6833.0,4119.7,4814.7,4589.5,5393.3,6315.3,5923.5,27.0,35.0,33.0,27.0,35.0,33.0,27.0,35.0,33.0,27.0,35.0,33.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],5957.0,6065.483819047293,3961.373435471306,3697.4762771261194,4391.752592186929,4187.419094752382,3829.4248562987127,0.01865946398900595,4289.585843469656,0.01245165801851632,6011.241909523646
69,5825.9,6214.9,2826.1,6186.0,6486.9,3030.3,4312.4,4728.0,2130.1,5955.9,6323.4,2863.6,49.0,39.0,31.0,49.0,39.0,31.0,49.0,39.0,31.0,49.0,39.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2826.1,2689.921793774186,4146.667670734873,4083.177082479271,4201.127181453085,4112.014763119044,4114.922376607072,0.012067131869491174,4156.570972286065,0.0062587749732028256,2758.0108968870927
70,6365.5,6727.9,4211.7,7803.8,8305.4,5254.4,5500.1,5831.7,3700.7,6758.6,7119.1,4464.6,39.0,36.0,37.0,39.0,36.0,37.0,39.0,36.0,37.0,39.0,36.0,37.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4211.7,4664.199938358275,5288.722487665542,4633.482870707097,4547.903194596568,5071.919732250704,4961.10267918632,0.33296220226909556,4809.911463423636,0.39705469897156176,4437.949969179137
71,7084.7,7842.9,4546.4,7943.4,8757.7,5188.7,5364.0,5959.8,3494.7,7305.9,8173.2,4627.7,40.0,40.0,39.0,40.0,40.0,39.0,40.0,40.0,39.0,40.0,40.0,39.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4546.4,4605.879685627204,5157.853025188263,5008.694478900805,5301.617141292442,5183.330284525567,5083.2737520445335,0.061313709111548056,5242.4737129090045,0.02453251395006086,4576.139842813602
72,18514.6,18743.6,11041.5,21355.2,21896.4,13108.5,15810.0,16610.9,9955.9,22707.6,23591.7,13979.1,35.0,37.0,38.0,35.0,37.0,38.0,35.0,37.0,38.0,35.0,37.0,38.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,11041.5,11636.088781206123,15202.396780057128,15567.613948875281,12670.235633442862,14446.756774258489,15385.005364466204,0.01385710766588884,13558.496203850675,0.2163407828578201,11338.794390603061
73,29097.6,28320.4,19226.3,32213.6,31480.7,21635.4,21621.6,21112.2,14413.0,28561.7,27865.5,18875.8,34.0,34.0,32.0,34.0,34.0,32.0,34.0,34.0,32.0,34.0,34.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],19226.3,19205.205417622685,20790.647831732014,19581.000163979952,19143.928660094927,18361.60703932358,20185.823997855983,0.3548551459278259,18752.767849709253,0.44648815649694584,19215.752708811342
74,6978.3,8539.8,4227.1,7748.2,9261.5,4635.6,5221.8,6386.7,3094.5,7254.3,8877.7,4294.7,35.0,36.0,36.0,35.0,36.0,36.0,35.0,36.0,36.0,35.0,36.0,36.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4227.1,4114.906599089072,5021.11799532589,4973.319147304249,5772.705257393209,5554.611820560998,4997.218571315069,0.020815640975443993,5663.6585389771035,0.017858323938023793,4171.003299544536
75,11386.9,11891.0,9225.3,13487.1,14259.5,10975.3,9174.0,9616.6,7550.4,12664.3,13258.7,10151.0,42.0,40.0,40.0,42.0,40.0,40.0,42.0,40.0,40.0,42.0,40.0,40.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],9225.3,9742.500301359541,8821.428719813035,8682.244417408323,8038.038152610442,8363.705831432022,8751.836568610679,0.19718211125216967,8200.871992021232,0.06974934548673052,9483.90015067977
76,4421.0,5086.9,3900.2,5293.3,5871.2,4700.3,3761.7,4165.6,3249.5,5157.6,5676.7,4494.1,34.0,31.0,37.0,35.0,31.0,37.0,35.0,30.0,36.0,35.0,30.0,37.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3900.2,4172.339176740523,3617.1319397559073,3535.8877953953374,3438.625538517707,3622.8867802979466,3576.5098675756226,0.15989783006387515,3530.756159407827,0.10706850889440755,4036.2695883702613
77,10854.0,10145.3,7330.9,12026.2,11293.7,8329.7,8001.9,7357.7,5472.3,10594.1,9646.8,7224.3,29.0,33.0,32.0,29.0,34.0,32.0,29.0,34.0,32.0,29.0,34.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],7330.9,7394.067110715387,7694.37437029343,7262.980629206946,6857.985742971888,6399.105546235404,7478.677499750188,0.6852868217928549,6628.545644603646,0.18724527436661237,7362.483555357693
78,28447.5,27722.0,18401.1,34385.2,33661.5,22862.4,24036.9,23924.3,15961.5,33999.0,33533.2,22336.1,51.0,46.0,47.0,51.0,46.0,47.0,51.0,46.0,47.0,51.0,46.0,47.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,18401.1,20294.382740317113,23113.124045702414,23308.641452544995,18739.424242424244,20807.333924976512,23210.882749123703,0.14974408630267189,19773.379083700376,0.7902842790131606,19347.741370158554
79,26240.7,27250.2,16172.8,31832.7,33025.1,19826.7,21706.1,22377.1,13242.5,30347.5,31271.5,18706.7,34.0,34.0,35.0,34.0,34.0,35.0,34.0,34.0,35.0,34.0,34.0,35.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],16172.8,17599.667501112977,20871.900363541936,20805.288287335195,18420.49846659365,19461.710142933833,20838.594325438564,0.11305095065907222,18941.104304763743,0.1570955443570545,16886.233750556486
80,4393.0,5730.0,2733.7,5153.9,6821.9,3255.7,3856.7,5161.2,2496.0,5334.1,7058.5,3365.6,36.0,39.0,36.0,36.0,38.0,36.0,37.0,39.0,36.0,37.0,39.0,36.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2733.7,2890.00375672066,3708.48094001558,3656.8906253719306,3873.3461117196057,4488.775506643403,3682.6857826937553,0.03812297781592316,4181.060809181505,0.12326291578300042,2811.85187836033
81,20445.1,21031.3,13129.9,25121.4,25811.9,16373.9,18117.6,18509.9,11752.1,25474.8,26130.6,16498.4,40.0,40.0,34.0,40.0,40.0,34.0,40.0,40.0,34.0,40.0,40.0,34.0,High,High,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,High,High,Acetyl [N-Term],13129.9,14534.702986199101,17421.31207478577,17464.71894100689,14216.66737860533,16098.346460206683,17443.01550789633,0.12202965269484368,15157.506919406007,0.3841562063491094,13832.30149309955
82,4590.1,5531.5,3555.9,5067.1,6081.9,3987.3,3571.6,4269.1,2870.8,5408.4,6456.5,4269.0,34.0,37.0,26.0,34.0,37.0,26.0,34.0,37.0,26.0,34.0,37.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3555.9,3539.4268449710626,3434.3377823941833,3707.828360597204,3739.1647499087258,3712.9023319017583,3571.0830714956937,0.8920548172714411,3726.0335409052423,0.013485469722837429,3547.6634224855316
