,Abundance: F1: 128C  Sample  1  C,Abundance: F2: 128C  Sample  2  C,Abundance: F3: 128C  Sample  3  C,Abundance: F1: 12       9C  Sample  1  A,Abundance: F2: 129C  Sample  2  A,Abundance: F3: 129C  Sample  3  A,Abundance: F1: 130C  Sample  1  AB,Abundance: F2: 130C  Sample  2  AB,Abundance: F3: 130C  Sample  3  AB,Abundance: F1: 131  Sample  1  B,Abundance: F2: 131  Sample  2  B,Abundance: F3: 131  Sample  3  B,Abundances Count: F1: 128C  Sample  1  C,Abundances Count: F2: 128C  Sample  2  C,Abundances Count: F3: 128C  Sample  3  C,Abundances Count: F1: 129C  Sample  1  A,Abundances Count: F2: 129C  Sample  2  A,Abundances Count: F3: 129C  Sample  3  A,Abundances Count: F1: 130C  Sample  1  AB,Abundances Count: F2: 130C  Sample  2  AB,Abundances Count: F3: 130C  Sample  3  AB,Abundances Count: F1: 131  Sample  1  B,Abundances Count: F2: 131  Sample  2  B,Abundances Count: F3: 131  Sample  3  B,Found in File: [F1],Found in File: [F2],Found in File: [F3],Found in Fraction: F1.1,Found in Fraction: F1.2,Found in Fraction: F1.3,Found in Fraction: F1.4,Found in Fraction: F1.5,Found in Fraction: F1.6,Found in Fraction: F2.1,Found in Fraction: F2.2,Found in Fraction: F2.3,Found in Fraction: F2.4,Found in Fraction: F2.5,Found in Fraction: F2.6,Found in Fraction: F3.1,Found in Fraction: F3.2,Found in Fraction: F3.3,Found in Fraction: F3.4,Found in Fraction: F3.5,Found in Fraction: F3.6,Found in Sample: [S1] F1: 128C  Sample  1  C,Found in Sample: [S5] F2: 128C  Sample  2  C,Found in Sample: [S9] F3: 128C  Sample  3  C,Found in Sample: [S2] F1: 129C  Sample  1  A,Found in Sample: [S6] F2: 129C  Sample  2  A,Found in Sample: [S10] F3: 129C  Sample  3  A,Found in Sample: [S3] F1: 130C  Sample  1  AB,Found in Sample: [S7] F2: 130C  Sample  2  AB,Found in Sample: [S11] F3: 130C  Sample  3  AB,Found in Sample: [S4] F1: 131  Sample  1  B,Found in Sample: [S8] F2: 131  Sample  2  B,Found in Sample: [S12] F3: 131  Sample  3  B,Found in Sample Group: C,Found in Sample Group: A,Found in Sample Group: AB,Found in Sample Group: B,Modifications,normalized Abundance: F3: 128C  Sample  3  C,normalized Abundance: F3: 129C  Sample  3  A,normalized Abundance: F1: 128C  Sample  1  C,normalized Abundance: F2: 129C  Sample  2  A,normalized Abundance: F1: 131  Sample  1  B,normalized Abundance: F2: 128C  Sample  2  C,average_normalized : F,P VALUE of : F,average_normalized_of_CONTROL
89,16532.5,23018.1,11617.5,18169.8,25831.2,12918.3,12563.1,17823.8,8850.3,18829.2,26746.5,13315.1,28.0,31.0,33.0,28.0,31.0,33.0,28.0,31.0,33.0,28.0,31.0,33.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,11617.5,11467.252981062291,12097.5886770082,15618.626899930021,12908.705304222485,15559.697754654982,14234.201529438735,0.2904550164077552,11542.376490531145
90,8347.6,7470.3,5386.3,9409.0,8495.0,6093.6,6243.5,5693.4,4073.3,8465.2,7673.5,5445.8,31.0,31.0,32.0,31.0,31.0,32.0,31.0,31.0,32.0,31.0,31.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],5386.3,5409.13686517585,6108.321865428317,5136.433286680663,5803.473973472276,5049.748247535597,5426.611110503936,0.9512929393900866,5397.718432587925
91,73.0,8.2,4.6,91.2,7.1,4.0,60.6,1.5,4.5,81.8,7.1,7.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4.6,3.5507003184822437,53.41744886868886,4.292957779332866,56.07949853872704,5.543008397225265,30.81125346797615,0.48198717563434346,4.075350159241122
92,3725.4,3208.6,3309.4,4272.6,3719.2,3766.1,3162.0,2705.4,2788.2,4367.0,3749.2,3842.6,30.0,31.0,34.0,30.0,31.0,34.0,30.0,31.0,34.0,30.0,31.0,34.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3309.4,3343.0731173589943,2726.0460824029246,2248.7843060415207,2993.877385313215,2168.9386272362176,2581.408006274716,0.3215632156396243,3326.236558679497
93,14140.8,13668.0,9933.2,16387.1,15955.4,11519.9,11818.5,11614.0,8520.6,17314.1,16772.9,12254.6,31.0,33.0,30.0,31.0,33.0,30.0,31.0,33.0,30.0,31.0,33.0,30.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,9933.2,10225.9281497209,10347.472067977471,9647.304021460228,11870.000558060805,9239.248630887185,10554.624594473995,0.7794780746799908,10079.56407486045
94,9562.9,10651.6,5611.8,11004.9,12234.8,6696.6,8320.8,9250.7,4971.0,11324.0,12716.3,6694.2,33.0,33.0,31.0,33.0,33.0,31.0,33.0,33.0,31.0,33.0,33.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5611.8,5944.404938187048,6997.612627210749,7397.673216701655,7763.377034872188,7200.232712668858,7481.804873770523,0.053209274649292176,5778.102469093525
95,24681.0,24282.9,15038.8,23135.5,23073.3,14590.9,17380.8,17026.0,10602.1,28434.2,28221.4,16937.9,27.0,29.0,26.0,27.0,29.0,26.0,27.0,29.0,26.0,27.0,29.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],15038.8,12951.978319235643,18060.21993874123,13951.08489153254,19493.590187651254,16414.673001095292,17954.131594373273,0.18426770315420415,13995.389159617822
96,9485.4,7921.4,6994.9,10962.7,9342.0,8355.6,8402.7,7019.2,6270.7,12236.9,10270.6,9198.5,27.0,28.0,29.0,27.0,28.0,29.0,27.0,28.0,29.0,27.0,28.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,6994.9,7417.0578952775595,6940.9023219049495,5648.565010496851,8389.232465385683,5354.681307046368,6871.956886216025,0.86229521258352,7205.97894763878
97,8629.4,10573.2,2667.1,9387.8,11500.8,3041.8,6229.2,7545.7,1993.8,9261.1,11385.6,2868.1,38.0,39.0,24.0,38.0,39.0,24.0,37.0,39.0,24.0,38.0,39.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2667.1,2700.1300571898223,6314.527852978954,6953.866032190343,6349.117896295905,7147.236144578314,6748.17702043711,0.06190282387239079,2683.615028594911
98,22992.2,20832.4,14667.6,25243.9,23214.3,16275.9,16670.5,15328.3,10712.6,23535.3,21371.3,15001.8,31.0,30.0,30.0,31.0,30.0,30.0,31.0,30.0,30.0,31.0,30.0,30.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],14667.6,14447.710828396286,16824.447505187232,14036.339405178445,16135.058948147953,14082.215626140929,15108.63728714444,0.6862704348577676,14557.655414198143
99,40.8,476.2,113.1,55.5,497.5,115.0,38.7,345.8,87.8,56.5,526.0,149.9,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,High,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,113.1,102.0826341563645,29.855231696472675,300.8093655236762,38.734616961345694,321.90007301935015,180.31734499034792,0.6979007074441814,107.59131707818224
100,20123.1,23462.1,13374.5,23853.2,27599.8,15863.4,17326.0,20252.5,11476.8,25719.8,30314.2,16809.4,34.0,33.0,31.0,34.0,33.0,31.0,34.0,33.0,31.0,34.0,32.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,13374.5,14081.544858052806,14724.995415472777,16687.996636342432,17632.683209246352,15859.831380065718,16746.257294656036,0.14552227408667914,13728.022429026403
101,4323.9,4832.6,2974.4,4903.5,5483.5,3268.1,3916.2,4371.6,2659.7,5162.8,5974.2,3536.9,38.0,35.0,37.0,38.0,35.0,37.0,38.0,35.0,37.0,38.0,35.0,37.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2974.4,2901.010927707955,3163.9959885386816,3315.5540821087006,3539.4527512926647,3266.724680540344,3403.088715916504,0.16190426018178858,2937.7054638539776
102,10938.8,10132.5,5560.8,13000.4,12007.7,6581.0,9157.2,8588.8,4669.6,13496.3,12543.6,6797.6,27.0,27.0,25.0,27.0,27.0,25.0,27.0,27.0,25.0,27.0,27.0,25.0,High,High,High,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5560.8,5841.789698982911,8004.421776504297,7260.35903195708,9252.637360980705,6849.333242059146,8050.985301519926,0.297554209607822,5701.294849491456
103,1560.7,2812.8,1376.2,1364.4,2577.3,1292.5,975.8,1880.1,860.7,1489.7,2844.0,1318.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,1376.2,1147.320040409575,1142.0357869775714,1558.3436738978307,1021.2913077401183,1901.3870755750277,1461.3391916575729,0.7296129560733209,1261.7600202047875
104,13114.2,12823.3,7270.7,15598.9,14812.5,8621.7,10799.4,10449.0,6095.9,15479.7,14859.0,8549.8,30.0,29.0,27.0,30.0,29.0,27.0,30.0,29.0,27.0,30.0,29.0,27.0,High,High,High,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,7270.7,7653.268233964591,9596.261752791226,8956.258747375787,10612.393808434388,8668.251168309602,9640.322488371996,0.25728185488701555,7461.984116982296
105,18193.3,11885.4,8038.9,21568.6,14111.0,9602.1,15284.6,9844.5,6850.5,22629.6,14197.2,9833.8,20.0,17.0,19.0,20.0,17.0,19.0,20.0,17.0,19.0,20.0,17.0,19.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,8038.9,8523.544882024587,13312.872226064617,8532.102425938885,15514.139610415372,8034.252683461117,11774.196146938244,0.5213538514078202,8281.222441012294
106,5907.1,5747.3,3283.1,6753.6,6470.1,3801.6,5052.7,4910.5,2858.4,7426.5,7309.8,4238.3,32.0,31.0,32.0,32.0,31.0,32.0,32.0,31.0,32.0,32.0,31.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3283.1,3374.5855826855245,4322.496057701808,3912.093820853744,5091.374032981129,3885.040507484484,4488.207270232806,0.303963435156053,3328.842791342762
107,890.3,818.3,827.2,772.6,704.2,812.9,579.3,479.9,610.9,862.0,809.9,882.6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,High,High,High,Not Found,High,Not Found,Not Found,Not Found,High,Not Found,High,Not Found,Not Found,High,High,Not Found,High,Not Found,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,827.2,721.591072223554,651.47335243553,425.78885467693027,590.9599968261945,553.1516794450529,572.0558381356236,0.1313793191538086,774.395536111777
108,7561.7,8213.2,7774.2,8140.8,8654.4,8273.5,6108.2,6655.5,6419.9,8482.2,9334.7,8873.1,20.0,19.0,20.0,20.0,19.0,20.0,20.0,19.0,20.0,20.0,19.0,20.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,7774.2,7344.179771240711,5533.242782333761,5232.813212036389,5815.128636982769,5551.93128879153,5683.52996288715,0.028806237170936867,7559.189885620355
109,3510.5,4892.7,4792.3,3837.0,5249.2,5232.6,3084.8,4591.1,4524.1,4926.1,7128.7,6828.9,24.0,30.0,31.0,24.0,30.0,31.0,24.0,30.0,31.0,24.0,30.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4792.3,4644.848621622547,2568.7938938840034,3173.886475390716,3377.178701120089,3307.3508762322017,3342.264788676145,0.012910194784595676,4718.574310811274
110,8894.0,10414.8,7444.4,10004.7,11740.5,8493.9,6838.0,8008.9,5826.3,9249.7,10764.1,7703.5,35.0,33.0,35.0,35.0,33.0,35.0,35.0,33.0,35.0,35.0,33.0,35.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],7444.4,7539.823358789082,6508.147811481079,7098.7987053883835,6341.302416059457,7040.161445783132,6690.731930921294,0.25672399773995136,7492.11167939454
111,3741.5,3990.8,3770.1,3893.6,4151.2,3888.7,2645.8,2751.7,2622.1,3805.0,4002.9,3681.9,29.0,26.0,32.0,29.0,26.0,32.0,29.0,26.0,32.0,29.0,26.0,32.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],3770.1,3451.902082120475,2737.8271909890327,2509.989624445999,2608.587921025139,2697.6875502008033,2653.1377356129715,0.08557342484696534,3611.001041060237
112,3081.1,3017.5,2850.7,3357.0,3310.8,3061.9,2297.7,2259.6,2006.3,3013.4,3078.0,2774.5,27.0,27.0,28.0,27.0,27.0,28.0,27.0,27.0,28.0,27.0,27.0,28.0,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2850.7,2717.9723262901957,2254.5822151961265,2001.8485374387685,2065.891942501223,2039.7594925155167,2052.82571750837,0.04962560719749886,2784.336163145098
113,3908.9,3318.9,2579.5,4325.2,3652.8,2854.5,2841.5,2417.6,1847.8,3869.1,3348.4,2535.4,29.0,30.0,28.0,29.0,30.0,28.0,29.0,30.0,28.0,29.0,30.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2579.5,2533.868514776891,2860.32145044956,2208.6360811756476,2652.532858144117,2243.4988499452356,2448.0158540446764,0.6889773231344387,2556.6842573884455
114,14613.5,14478.9,10059.0,14970.6,14913.9,10386.4,10537.4,10292.2,7327.0,15249.5,14900.9,10598.2,30.0,33.0,26.0,30.0,33.0,26.0,30.0,33.0,26.0,30.0,33.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,10059.0,9219.748446970994,10693.368343049106,9017.56944016795,10454.575953133472,9787.398083242058,10120.987018187765,0.46788895596614033,9639.374223485498
115,13743.4,12203.8,6189.1,16296.7,14388.6,7302.4,12323.0,11149.9,5459.5,17800.8,15903.4,7947.4,29.0,26.0,26.0,29.0,26.0,26.0,29.0,26.0,26.0,29.0,26.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,6189.1,6482.158501421183,10056.676257286828,8699.951028691392,12203.666718681812,8249.483643665571,10226.575181173692,0.2978965174135665,6335.629250710592
116,8525.8,11495.3,6630.2,9460.3,12680.6,7451.4,5740.2,7768.9,4569.5,8070.4,10903.6,6243.4,30.0,31.0,31.0,30.0,31.0,31.0,30.0,31.0,31.0,30.0,31.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,6630.2,6614.4220882846475,6238.718980337911,7667.2225938885,5532.8115526521115,7770.554198612632,6651.682875632372,0.9832918321166663,6622.311044142323
117,21075.6,25196.6,16283.6,17313.3,19945.6,13333.9,11523.3,13217.8,8884.7,18489.6,22014.1,14295.2,27.0,25.0,23.0,27.0,25.0,23.0,27.0,25.0,23.0,27.0,25.0,23.0,High,High,High,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,High,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,16283.6,11836.170744152596,15421.98336132793,12059.946293445299,12675.886261389333,17032.312851405622,14854.099556397477,0.8224608911821204,14059.885372076298
118,6247.4,6239.7,5761.7,7132.4,6986.2,6441.9,4741.4,4640.3,4221.1,6229.0,5986.9,5354.4,31.0,29.0,29.0,31.0,29.0,29.0,31.0,29.0,29.0,31.0,29.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],5761.7,5718.314095407691,4571.509178934887,4224.14952647539,4270.405823933139,4217.891401971522,4244.148612952331,0.0006428674752024958,5740.007047703845
119,105.8,24.5,68.2,128.7,34.6,72.4,89.9,20.9,54.4,135.7,23.5,77.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,68.2,64.26767576452862,77.41871356585317,20.92061114998834,93.03163755140903,16.561427528295,54.796532539852016,0.8149900339705747,66.23383788226431
120,5844.2,7669.2,5754.2,6807.3,8789.2,6612.9,4432.2,5785.0,4248.9,5698.1,7577.4,5757.0,28.0,29.0,31.0,28.0,29.0,31.0,28.0,29.0,31.0,28.0,29.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],5754.2,5870.106534022807,4276.4692421697455,5314.318945649638,3906.437538184848,5184.2,4545.318769092424,0.29527064343930176,5812.153267011403
121,18292.2,19723.7,12942.3,20618.4,22412.9,14477.1,13501.1,14669.3,9523.4,18885.8,20397.6,13229.7,20.0,20.0,19.0,20.0,20.0,19.0,20.0,20.0,18.0,20.0,20.0,19.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],12942.3,12850.960895174823,13385.241893093567,13551.77935386051,12947.508478028009,13332.760332238044,13140.134405133027,0.41847507788342925,12896.630447587411
122,6849.4,6190.7,4418.4,7650.9,6930.8,5119.3,5146.2,4665.9,3345.6,6790.1,6118.9,4383.1,28.0,26.0,27.0,28.0,26.0,27.0,28.0,26.0,27.0,28.0,26.0,27.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],4418.4,4544.2750351015375,5012.020195632842,4190.65236295778,4655.078276623601,4184.768546914933,4419.923411769267,0.8385559140178779,4481.337517550768
123,12378.3,11079.7,8738.6,14767.4,13158.0,10388.2,11428.6,10345.4,8258.4,16769.2,14763.9,11626.9,20.0,20.0,21.0,20.0,20.0,21.0,20.0,20.0,21.0,20.0,20.0,21.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,8738.6,9221.346262114312,9057.769963442346,7955.878656403079,11496.434314127402,7489.618309602045,9493.026311864724,0.8405819069332419,8979.973131057155
124,3493.3,3554.9,2690.9,3855.6,3925.5,2970.7,2564.2,2631.9,2001.8,3530.0,3576.7,2807.1,31.0,25.0,29.0,31.0,25.0,29.0,31.0,25.0,29.0,31.0,25.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2690.9,2637.0163590288003,2556.2078648354905,2373.5219384184743,2420.056599531864,2403.029335523914,2411.5429675278892,0.04831936991440022,2663.9581795144004
125,16622.7,17548.4,9188.8,20436.3,20974.6,11130.0,16261.8,17009.1,8937.0,21611.6,22514.3,11769.5,28.0,25.0,26.0,28.0,25.0,26.0,28.0,25.0,26.0,28.0,25.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,9188.8,9879.823636176843,12163.592154925402,12682.122850478188,14816.230936669355,11862.308360715591,13339.269648692472,0.22127554089693807,9534.311818088421
126,6247.5,6288.8,4721.3,6612.1,6570.3,5015.0,4616.8,4591.5,3435.9,6574.4,6559.6,4911.1,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4721.3,4451.690524297113,4571.582353522379,3972.678943317005,4507.201163728692,4251.081854691493,4379.141509210092,0.3810551466299893,4586.495262148557
127,5247.4,3977.5,2868.7,5777.0,4510.1,3248.3,4308.3,3393.4,2426.2,6176.0,4763.0,3457.0,28.0,26.0,24.0,28.0,26.0,24.0,28.0,26.0,24.0,28.0,25.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2868.7,2883.4349611314683,3839.7633040213414,2726.9956169815723,4234.070696518071,2688.6970609711575,3461.383878744614,0.5872817394388083,2876.067480565734
128,6006.4,5293.1,3420.0,6766.5,6066.5,3872.2,4655.1,4196.6,2651.4,6422.2,5594.9,3626.0,31.0,30.0,26.0,31.0,30.0,26.0,31.0,30.0,26.0,31.0,30.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3420.0,3437.2554433067357,4395.158423080723,3668.0603335665965,4402.857646887687,3578.0119204089087,3990.434783648298,0.40305994753840496,3428.627721653368
129,6194.2,5440.4,3911.8,6955.6,6246.4,4307.8,5273.7,4794.2,3306.6,7310.4,6457.2,4518.6,21.0,22.0,20.0,21.0,22.0,20.0,21.0,22.0,20.0,21.0,22.0,20.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3911.8,3823.9267079894526,4532.580298389486,3776.8354187077207,5011.779536888877,3677.583278568821,4344.681407728849,0.6047536228821092,3867.8633539947264
130,2674.4,3673.7,2838.0,2883.0,3905.6,3111.0,2148.8,2880.8,2346.2,3142.2,4205.6,3354.8,25.0,29.0,25.0,25.0,29.0,25.0,25.0,29.0,25.0,25.0,29.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2838.0,2761.557172699565,1956.9811678687877,2361.4895637975274,2154.1931578042554,2483.335359620299,2318.7642587122773,0.19507986942752023,2799.7785863497825
131,5067.6,5958.1,4020.9,5544.5,6581.3,4360.6,3635.0,4234.4,2848.4,4824.5,5601.0,3738.4,25.0,28.0,25.0,25.0,28.0,25.0,25.0,28.0,25.0,25.0,28.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4020.9,3870.795952193418,3708.1953957118862,3979.330004665267,3307.524947433846,4027.5363818912015,3667.530664662524,0.579192709181296,3945.8479760967093
132,20303.1,18237.3,13379.8,22813.2,20679.2,14908.5,15112.6,13747.2,9909.3,20616.9,18496.6,13178.0,30.0,28.0,27.0,30.0,28.0,27.0,30.0,28.0,27.0,30.0,28.0,27.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,13379.8,13233.903924523132,14856.709672957215,12503.511621180312,14134.296007617135,12327.988663745893,13231.142335681514,0.9467966487369517,13306.851962261566
133,4030.7,4140.7,3196.7,4521.4,4558.3,3683.4,3264.8,3261.6,2710.1,4613.7,4635.2,3657.0,26.0,24.0,27.0,26.0,24.0,27.0,26.0,24.0,27.0,26.0,24.0,27.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3196.7,3269.6623882743743,2949.4480980140297,2756.1393585257756,3163.007119903728,2799.016447608616,2981.011783756172,0.39143114942213736,3233.181194137187
134,130.3,191.7,149.6,166.6,247.3,187.9,99.9,169.6,134.9,141.2,230.6,174.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,149.6,166.7941474607034,95.34648750123506,149.52795194774902,96.80226398127455,129.58472070098577,113.19349234113017,0.1747853217493069,158.1970737303517
135,7951.5,8697.7,6963.5,9549.6,10573.9,8464.8,6515.6,7202.5,5803.6,9443.6,10423.3,8411.8,30.0,33.0,32.0,30.0,33.0,32.0,30.0,33.0,32.0,30.0,33.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],6963.5,7513.9920139721235,5818.4773243750615,6393.42341730814,6474.234136923261,5879.441967871487,6176.838052397374,0.12069772403423851,7238.746006986062
