,Abundance: F1: 128C  Sample  1  C,Abundance: F2: 128C  Sample  2  C,Abundance: F3: 128C  Sample  3  C,Abundance: F1: 12       9C  Sample  1  A,Abundance: F2: 129C  Sample  2  A,Abundance: F3: 129C  Sample  3  A,Abundance: F1: 130C  Sample  1  AB,Abundance: F2: 130C  Sample  2  AB,Abundance: F3: 130C  Sample  3  AB,Abundance: F1: 131  Sample  1  B,Abundance: F2: 131  Sample  2  B,Abundance: F3: 131  Sample  3  B,Abundances Count: F1: 128C  Sample  1  C,Abundances Count: F2: 128C  Sample  2  C,Abundances Count: F3: 128C  Sample  3  C,Abundances Count: F1: 129C  Sample  1  A,Abundances Count: F2: 129C  Sample  2  A,Abundances Count: F3: 129C  Sample  3  A,Abundances Count: F1: 130C  Sample  1  AB,Abundances Count: F2: 130C  Sample  2  AB,Abundances Count: F3: 130C  Sample  3  AB,Abundances Count: F1: 131  Sample  1  B,Abundances Count: F2: 131  Sample  2  B,Abundances Count: F3: 131  Sample  3  B,Found in File: [F1],Found in File: [F2],Found in File: [F3],Found in Fraction: F1.1,Found in Fraction: F1.2,Found in Fraction: F1.3,Found in Fraction: F1.4,Found in Fraction: F1.5,Found in Fraction: F1.6,Found in Fraction: F2.1,Found in Fraction: F2.2,Found in Fraction: F2.3,Found in Fraction: F2.4,Found in Fraction: F2.5,Found in Fraction: F2.6,Found in Fraction: F3.1,Found in Fraction: F3.2,Found in Fraction: F3.3,Found in Fraction: F3.4,Found in Fraction: F3.5,Found in Fraction: F3.6,Found in Sample: [S1] F1: 128C  Sample  1  C,Found in Sample: [S5] F2: 128C  Sample  2  C,Found in Sample: [S9] F3: 128C  Sample  3  C,Found in Sample: [S2] F1: 129C  Sample  1  A,Found in Sample: [S6] F2: 129C  Sample  2  A,Found in Sample: [S10] F3: 129C  Sample  3  A,Found in Sample: [S3] F1: 130C  Sample  1  AB,Found in Sample: [S7] F2: 130C  Sample  2  AB,Found in Sample: [S11] F3: 130C  Sample  3  AB,Found in Sample: [S4] F1: 131  Sample  1  B,Found in Sample: [S8] F2: 131  Sample  2  B,Found in Sample: [S12] F3: 131  Sample  3  B,Found in Sample Group: C,Found in Sample Group: A,Found in Sample Group: AB,Found in Sample Group: B,Modifications,normalized Abundance: F2: 128C  Sample  2  C,normalized Abundance: F2: 129C  Sample  2  A,normalized Abundance: F1: 12       9C  Sample  1  A,normalized Abundance: F1: 128C  Sample  1  C,normalized Abundance: F1: 130C  Sample  1  AB,normalized Abundance: F1: 131  Sample  1  B,average_normalized : F1: 12,P VALUE of : F1: 12,average_normalized : F1: 13,P VALUE of : F1: 13,average_normalized_of_CONTROL
10,11361.7,11245.5,7284.5,12400.0,12274.9,7862.8,8611.4,8601.4,5527.7,12027.3,11846.2,7676.3,71.0,72.0,62.0,71.0,72.0,61.0,71.0,72.0,62.0,71.0,72.0,62.0,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,High,Not Found,Not Found,High,Not Found,Not Found,High,Not Found,Not Found,High,High,High,High,0.0,7905.516703176342,7718.555616981571,8591.87250996016,8646.162770477225,8611.4,8575.091606606804,8619.017640218692,0.055786288023267225,8593.245803303402,0.06693592368939193,7812.0361600789565
11,15802.5,15691.7,9313.7,18338.4,18502.7,10912.3,11632.9,11549.7,6898.9,15884.3,15660.3,9238.0,71.0,66.0,67.0,71.0,66.0,67.0,71.0,66.0,67.0,71.0,66.0,67.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],11031.167707192406,11634.646230464194,12706.547970697855,12025.576030036556,11632.9,11325.012896229782,12366.062000367205,0.15296831170098707,11478.956448114892,0.7205718144253908,11332.9069688283
12,10399.1,10299.8,6395.5,12953.6,12981.1,8041.2,9245.3,8951.1,5587.6,12222.7,12203.7,7498.1,66.0,68.0,76.0,66.0,68.0,76.0,66.0,68.0,76.0,66.0,68.0,76.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,7240.695472800292,8162.619843713552,8975.45804395322,7913.631874320718,9245.3,8714.405741943163,8444.544959136969,0.40333362985151744,8979.852870971581,0.16900675259962875,7701.657658256921
13,0.0,36.4,0.0,0.0,34.5,0.0,0.0,28.0,0.0,0.0,39.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,High,Not Found,Not Found,High,Not Found,Not Found,High,Not Found,High,High,High,High,0.0,25.588974078130704,21.693876836948913,0.0,0.0,0.0,0.0,0.0,0.05232572336265939,0.0,0.05232572336265939,23.64142545753981
14,10848.9,11637.9,6489.7,12125.1,13067.1,7459.1,8281.8,9005.5,4960.1,12945.7,14088.0,7635.4,66.0,66.0,57.0,66.0,66.0,57.0,65.0,66.0,57.0,66.0,66.0,57.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,8181.371467688938,8216.697333799859,8401.396239557898,8255.926074498566,8281.8,9229.88230206694,8328.661157028233,0.31327050393126654,8755.84115103347,0.44879853863115876,8199.034400744398
15,47544.0,45960.7,32028.0,51170.7,49522.3,34297.2,32612.8,31477.4,21856.2,46753.4,45357.0,31513.0,54.0,52.0,52.0,54.0,52.0,52.0,54.0,52.0,52.0,54.0,52.0,52.0,High,High,High,Not Found,High,High,High,Not Found,High,Not Found,High,High,High,Not Found,High,Not Found,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],32310.086838262137,31140.01961978073,35455.81698753373,36180.603497678094,32612.8,33333.72310662664,35818.210242605914,0.04071113649302889,32973.26155331332,0.2357339999461571,31725.053229021432
16,7436.6,8251.3,6393.8,8779.2,9671.7,7734.0,5881.6,6516.2,5202.0,7562.4,8374.8,6571.0,72.0,73.0,71.0,72.0,73.0,71.0,72.0,73.0,71.0,72.0,73.0,71.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],5800.612687112084,6081.64256822953,6083.045737051793,5659.193083687383,5881.6,5391.756484481413,5871.119410369588,0.812301341641178,5636.678242240707,0.41719938227905584,5941.127627670807
17,23653.2,25637.1,15637.3,26786.2,28750.7,17540.5,21650.1,23636.1,14088.6,31342.6,34395.4,20510.5,64.0,65.0,62.0,64.0,65.0,62.0,64.0,65.0,62.0,64.0,65.0,62.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,18022.7221796276,18078.670863074407,18559.968985991516,17999.89589961466,21650.1,22346.301014295346,18279.93244280309,0.5626758908646332,21998.200507147674,0.05457625941486196,18050.696521351005
18,45278.0,51448.4,29157.3,55562.7,62694.4,36021.2,42912.2,48981.1,28018.0,60814.8,69028.7,39105.4,66.0,64.0,68.0,66.0,64.0,68.0,66.0,64.0,68.0,66.0,64.0,68.0,High,High,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,36167.90587805769,39422.741796127826,38499.00279912607,34456.1956328426,42912.2,43359.06488051945,36477.59921598434,0.6640822575492202,43135.632440259724,0.182682482074189,37795.32383709276
19,33973.0,34088.1,24367.7,39006.2,39258.7,28245.7,31710.8,32312.0,23105.9,39361.2,40487.4,28850.3,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,23963.722727272725,24686.185581992064,27027.120765968382,25853.181108586105,31710.8,28063.313939618347,26440.15093727724,0.11485136725509852,29887.05696980917,0.19055134628050985,24324.954154632396
20,376.5,449.9,109.7,439.1,536.5,130.9,309.7,377.0,89.6,393.5,528.7,112.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High,High,High,High,High,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,316.2769076305221,337.35550501516207,304.24929186479886,286.51348680960376,309.7,280.5532868723469,295.3813893372013,0.1536535779139774,295.1266434361735,0.23225716762850332,326.81620632284205
21,19559.6,20896.3,17171.8,23358.5,25130.3,20818.5,15776.9,17068.0,14063.4,20616.7,22085.1,18161.8,64.0,61.0,66.0,64.0,61.0,66.0,64.0,61.0,66.0,64.0,61.0,66.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],14689.969204089084,15802.134292045717,16184.93984063745,14884.69906135757,15776.9,14699.067215911346,15534.819450997511,0.7685233726765521,15237.983607955674,0.9926337565685894,15246.0517480674
22,10950.4,10615.2,5948.8,12323.7,12143.0,6714.6,8111.4,7985.2,4500.5,11085.5,10784.5,5986.6,48.0,52.0,46.0,48.0,52.0,46.0,48.0,52.0,46.0,48.0,52.0,46.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,7462.419715224535,7635.615838581758,8539.00477830613,8333.166762177649,8111.4,7903.617437416522,8436.08577024189,0.023900786533583095,8007.508718708261,0.08056795339925509,7549.017776903147
23,38778.9,40186.9,30884.7,44353.5,45992.1,35739.6,28827.1,29958.9,23045.2,37926.4,39115.9,30058.2,56.0,53.0,52.0,56.0,53.0,52.0,55.0,53.0,52.0,56.0,53.0,52.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,28251.141274187663,28920.20153254023,30732.22720729983,29510.432546191085,28827.1,27040.346071754455,30121.329876745458,0.19394164462548028,27933.72303587723,0.5971373886814237,28585.671403363947
24,34845.7,36764.4,24766.2,40185.7,42485.2,28410.8,25865.2,27279.2,18309.0,32369.0,34448.0,23067.1,57.0,60.0,57.0,57.0,60.0,57.0,57.0,60.0,57.0,57.0,60.0,57.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,25845.145016429356,26715.03467226498,27844.387993831126,26517.29882422685,25865.2,23078.092357740778,27180.84340902899,0.3895051930343343,24471.64617887039,0.40590878392655505,26280.089844347167
25,1215.4,134.2,164.8,1290.2,136.6,160.9,908.7,91.6,108.9,1246.1,136.6,154.6,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,High,High,High,High,Not Found,High,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],94.34176706827309,85.8951761138325,893.9704768024676,924.9096729572177,908.7,888.4306245784788,909.4400748798427,0.007206157979737508,898.5653122892395,0.0022419473406856934,90.1184715910528
26,25863.7,25332.5,17119.8,28364.0,27917.7,18803.3,19174.2,18988.5,13157.2,27206.3,27045.1,18295.7,52.0,56.0,53.0,52.0,56.0,53.0,52.0,56.0,53.0,52.0,56.0,53.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],17808.590270171597,17554.87377886634,19653.215473589513,19682.06870862563,19174.2,19397.247493354844,19667.64209110757,0.0382685896811195,19285.723746677424,0.011494350557868759,17681.73202451897
27,36624.0,37400.3,27326.7,38627.9,38733.5,28875.4,32509.4,32957.2,24839.4,42719.1,43357.9,32139.0,60.0,59.0,59.0,60.0,59.0,59.0,60.0,59.0,59.0,60.0,59.0,59.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,26292.17876962395,24355.935607651034,26764.999365120166,27870.570892204327,32509.4,30457.39241989447,27317.785128662246,0.24692660297985056,31483.396209947234,0.04895166994034143,25324.057188637493
28,37067.9,36417.7,28886.1,42424.7,41279.9,32681.3,27191.2,26463.7,20821.7,37092.7,36396.1,28575.4,51.0,52.0,51.0,51.0,52.0,51.0,51.0,51.0,51.0,51.0,52.0,51.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,25601.41706827309,25957.132360625143,29395.775296234413,28208.375239600828,27191.2,26445.943847445746,28802.075267917622,0.10092617211982151,26818.571923722873,0.17554248051822627,25779.274714449115
29,7719.0,7834.6,7124.9,8422.4,8572.5,7745.5,5639.9,5650.7,5333.6,7561.9,7638.6,6957.5,57.0,60.0,64.0,57.0,60.0,64.0,57.0,60.0,64.0,57.0,60.0,64.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],5507.6751734209565,5390.45678796361,5835.821534507132,5874.0972235945055,5639.9,5391.4,5854.959379050819,0.06786783745876147,5515.65,0.6919397655844314,5449.065980692283
30,10493.6,11888.6,7480.3,12352.2,13942.2,8894.8,8864.0,10031.1,6490.8,12814.4,14261.4,8914.0,46.0,45.0,49.0,46.0,45.0,49.0,46.0,45.0,49.0,46.0,45.0,49.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,8357.612011683097,8766.96723582925,8558.752227220151,7985.545618021934,8864.0,9136.26947724778,8272.148922621043,0.5043957333337696,9000.13473862389,0.2352205753432305,8562.289623756173
31,50868.9,52993.8,40368.5,56049.4,58781.1,44674.7,38568.0,40547.5,31127.9,55483.2,58408.4,44228.6,41.0,43.0,43.0,41.0,43.0,43.0,41.0,43.0,43.0,41.0,43.0,43.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,37254.312486308874,36962.02735479356,38836.23379514201,38710.825787965616,38568.0,39557.799558312065,38773.52979155381,0.029148712013009177,39062.89977915603,0.13497724960521898,37108.16992055121
32,8746.4,7896.8,4343.2,9136.6,7852.2,4466.0,6565.4,5690.6,3166.1,8966.4,7841.0,4310.5,62.0,57.0,47.0,62.0,57.0,47.0,61.0,57.0,47.0,62.0,57.0,46.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5551.401387367652,4937.526368089572,6330.685675363064,6655.940401146131,6565.4,6392.764908290244,6493.313038254597,0.1023871189969766,6479.082454145122,0.1340667701793941,5244.463877728613
33,10226.2,13608.0,8849.6,11787.2,15565.2,9905.5,7810.5,10186.3,6595.5,10005.8,13173.6,8516.0,32.0,32.0,30.0,32.0,32.0,30.0,32.0,32.0,30.0,32.0,32.0,30.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],9566.339539978095,9787.522659202239,8167.267713661484,7782.056358067384,7810.5,7133.824848252422,7974.662035864434,0.03021567100279123,7472.162424126211,0.07291286537009606,9676.931099590167
34,11163.8,14344.9,8730.1,11367.0,14320.3,8663.8,9531.9,12144.6,7585.4,13040.8,16748.8,10167.3,46.0,45.0,43.0,46.0,45.0,43.0,46.0,45.0,43.0,46.0,45.0,43.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,10084.37566630157,9004.719549801724,7876.114098444929,8495.562454302933,9531.9,9297.68565043177,8185.838276373932,0.19217224345403314,9414.792825215885,0.8505188594967672,9544.547608051647
35,13009.3,11027.3,8749.4,14744.4,12529.4,10135.5,9846.4,8327.2,6688.7,13346.6,11229.6,9017.9,42.0,44.0,38.0,42.0,44.0,38.0,42.0,44.0,38.0,42.0,44.0,38.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,7752.1234574662285,7878.587259155585,10216.29072869811,9899.973184467937,9846.4,9515.711559264206,10058.131956583024,0.02360643980200954,9681.055779632103,0.03318655507620273,7815.355358310907
36,6593.2,6859.0,5656.7,7116.8,7241.6,5889.9,4723.5,4827.3,4011.9,6685.3,7013.5,5609.1,53.0,50.0,53.0,53.0,50.0,53.0,53.0,50.0,53.0,53.0,50.0,53.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],4821.834428623585,4553.57618847679,4931.18050636165,5017.372433553996,4723.5,4766.411407186025,4974.276469957824,0.2562901798565473,4744.955703593012,0.743343250647827,4687.7053085501875
37,2556.3,1179.2,637.1,2850.3,1326.7,708.2,2156.5,1008.8,566.3,2984.9,1444.3,798.3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,High,High,High,High,High,High,Not Found,Not Found,High,High,High,High,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],828.970281124498,834.2396057849311,1974.952759285439,1945.3238415176365,2156.5,2128.1410571417236,1960.138300401538,0.006548884356605097,2142.320528570862,0.005209308691834387,831.6049434547145
38,5831.9,6154.8,3835.5,6455.9,6789.1,4328.1,5028.9,5343.0,3334.3,7721.2,8193.2,5094.2,34.0,33.0,30.0,34.0,33.0,30.0,34.0,33.0,30.0,34.0,33.0,30.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],4326.786199342826,4269.0405574994165,4473.24755943966,4438.029226361031,5028.9,5504.975955778309,4455.638392900346,0.0610557499812619,5266.937977889154,0.14891005475027658,4297.913378421121
